Timestamp Yaw Pitch Roll p q r
0.86 0.00 0.00 0.00 0.01 0.00 0.00
0.92 0.06 1.69 0.00 0.00 -1.89 -0.08
0.98 0.31 9.25 0.00 -0.02 -2.29 -0.08
1.03 0.50 13.94 0.06 -0.03 -1.43 -0.07
1.09 0.75 18.44 0.31 -0.07 -1.32 -0.07
1.14 0.81 19.75 0.62 -0.13 0.10 -0.04
1.20 0.00 24.44 -3.62 -0.15 0.23 -0.04
1.25 0.06 23.44 -3.25 -0.11 0.43 -0.02
1.31 0.12 21.69 -2.94 -0.08 0.76 -0.00
1.36 0.12 18.81 -2.81 -0.04 1.19 0.02
1.42 0.12 13.81 -2.88 0.05 1.70 0.05
1.47 0.06 8.56 -3.12 0.08 2.00 0.07
1.52 0.06 2.62 -3.44 0.13 2.24 0.08
1.58 0.00 -4.69 -3.94 0.15 2.13 0.07
1.63 0.00 -8.50 -4.38 0.18 0.39 0.02
1.69 359.94 -8.25 -5.00 0.20 -0.41 0.00
1.74 359.75 -6.31 -5.50 0.17 -0.76 0.02
1.80 359.50 -2.88 -6.00 0.15 -1.19 0.01
1.85 359.25 1.00 -6.44 0.13 -1.06 0.06
1.91 358.88 4.44 -6.94 0.09 -0.94 0.08
1.96 358.50 7.00 -7.19 0.12 -0.99 0.09
2.02 358.06 10.75 -7.25 -0.08 -1.57 0.20
2.07 357.50 15.56 -6.88 -0.17 -1.19 0.06
2.13 357.06 17.25 -6.38 -0.23 -0.10 0.10
2.18 356.62 14.94 -5.88 -0.21 1.13 0.15
2.23 356.25 11.00 -6.50 0.53 1.45 0.31
2.29 355.25 5.75 -10.38 1.32 1.45 0.57
2.34 353.94 3.62 -13.88 1.12 0.21 0.62
2.40 351.56 4.31 -17.00 0.72 -0.41 0.80
2.46 349.12 4.50 -18.62 0.30 -0.50 0.85
2.51 345.81 5.69 -18.81 -0.24 -0.72 0.89
2.57 343.19 6.38 -17.44 -0.79 -0.54 0.79
2.62 340.44 5.75 -14.12 -1.28 0.36 0.73
2.68 338.69 4.81 -10.12 -1.54 -0.00 0.47
2.73 337.62 3.31 -5.69 -1.64 0.88 0.29
2.78 337.12 -1.38 -0.38 -1.57 1.77 0.08
2.84 337.31 -6.88 3.56 -1.37 1.84 -0.09
2.89 338.06 -14.06 7.38 -1.07 2.14 -0.31
2.95 339.12 -18.25 9.31 -0.67 1.13 -0.44
3.01 340.94 -19.25 10.00 -0.17 -0.61 -0.54
3.06 342.75 -17.94 9.25 0.30 -0.61 -0.65
3.12 344.81 -17.19 6.81 0.73 -0.16 -0.69
3.17 346.38 -17.94 3.81 1.02 0.35 -0.70
3.22 347.69 -17.62 0.19 1.29 -0.67 -0.61
3.28 348.75 -14.00 -4.69 1.48 -1.38 -0.45
3.33 349.06 -9.88 -9.31 1.63 -1.69 -0.30
3.39 348.44 -2.56 -14.69 1.54 -2.30 0.00
3.44 347.06 3.31 -18.56 1.30 -2.08 0.29
3.50 344.62 7.00 -22.25 0.87 -0.73 0.73
3.55 342.19 5.88 -24.31 0.46 0.32 1.02
3.61 338.94 2.94 -25.19 -0.05 0.31 1.08
3.66 335.94 2.94 -24.38 -0.55 -0.86 0.89
3.72 332.44 5.38 -21.56 -1.12 -1.09 0.76
3.77 330.00 7.88 -18.06 -1.50 -1.29 0.47
3.83 328.25 10.50 -13.62 -1.78 -1.08 0.22
3.88 327.31 13.12 -7.50 -1.92 -0.73 -0.17
3.93 327.56 13.31 -2.12 -1.87 0.29 -0.43
3.99 328.88 10.88 3.81 -1.51 0.47 -0.62
4.04 330.56 8.88 7.81 -1.17 0.93 -0.84
4.10 333.06 3.69 10.75 -0.53 1.68 -1.00
4.15 335.50 -1.56 11.44 -0.00 1.87 -1.07
4.21 338.44 -9.94 9.88 0.61 2.31 -1.15
4.27 340.88 -15.19 6.75 1.09 1.44 -1.08
4.32 343.50 -17.69 1.25 1.61 0.25 -0.93
4.38 344.94 -18.12 -4.06 1.86 0.13 -0.67
